_id,acceleration,body_color,body_status,body_type,brand,engine,fuel_consumption,fuel_type,inside_color,mileage,model,price,url,volume,year
62c020db5ac6166d04f28434,13.1,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,طوسی,1000,lx,292000000,https://bama.ir/car/detail-az6f2tbq-samand-lx-basic-1400,1.8,2021
62c020db5ac6166d04f28435,9.5,سفید,بدون رنگ,passenger_car,hyundai,4 سیلندر MPi ,8,بنزینی,مشکی,52000,sonata,1650000000,https://bama.ir/car/detail-s84rnwbz-hyundai-sonata-4cylautomatic-2016,2.4,2016
62c020db5ac6166d04f28436,11.3,مشکی,دو لکه رنگ,crossover,hyundai,6 سیلندر ,10.4,بنزینی,مشکی,180000,santafeix45,840000000,https://bama.ir/car/detail-r6kxepga-hyundai-santafeix45-2700cc-2008,2.7,2008
62c020db5ac6166d04f28437,6.3,مشکی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6.2,بنزینی,موکا,52000,7series,6400000000,https://bama.ir/car/detail-brnquda1-bmw-7series-730li-2017,2,2017
62c020db5ac6166d04f28438,12.7,قرمز,بدون رنگ,crossover,mvm,4 سیلندر ,6.1,بنزینی,مارون,96000,x22,418000000,https://bama.ir/car/detail-534emuy3-mvm-x22-atsportexcellent-1396,1.5,2017
62c020db5ac6166d04f28439,9.2,سربی,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,مشکی,22000,3sedan,1180000000,https://bama.ir/car/detail-cfkawfr-mazda-3sedan-2.0ltype4-1397,2,2018
62c020db5ac6166d04f2843a,13,سفید,بدون رنگ,hatchback,quick,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,0,manualr,212000000,https://bama.ir/car/detail-ig5xki5-quick-manualr-1400,1.5,2021
62c020db5ac6166d04f2843b,11,سفید صدفی,گلگیر رنگ,suv,toyota,6 سیلندر ,13.4,بنزینی,مشکی,165000,landcruiser4door,6250000000,https://bama.ir/car/detail-66gmznif-toyota-landcruiser4door-v64000cc-2012,4,2012
62c020db5ac6166d04f2843c,10.2,سفید,یک لکه رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,طوسی,121000,tondar90,327000000,https://bama.ir/car/detail-mw3euh8h-renault-tondar90-e2-1395,1.6,2016
62c020db5ac6166d04f2843d,11.8,بژ,یک لکه رنگ,crossover,hyundai,4 سیلندر ,8.3,بنزینی,مشکی,800000,tucsonix35,1900000000,https://bama.ir/car/detail-9ep7tyvn-hyundai-tucsonix35-2.0l4wd-2017,2,2017
62c020db5ac6166d04f2843e,8.2,سفید,بدون رنگ,crossover,peugeot,4 سیلندر توربوشارژ EP6 ,6.7,بنزینی,مشکی,35000,2008,1080000000,https://bama.ir/car/detail-kc8iw6hk-peugeot-2008-1397,1.6,2018
62c020db5ac6166d04f2843f,11,نقره ای,کاپوت تعویض,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,کرم,165000,pars,163000000,https://bama.ir/car/detail-ncftbqww-peugeot-pars-mt-1389,1.8,2010
62c020db5ac6166d04f28440,10.4,سفید,بدون رنگ,crossover,hyundai,4 سیلندر ,9.6,بنزینی,مارون,97000,tucsonix35,1500000000,https://bama.ir/car/detail-vjywmose-hyundai-tucsonix35-2.4l-2015,2.4,2015
62c020db5ac6166d04f28441,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,سفید,7000,206ir,270000000,https://bama.ir/car/detail-a8p3vwe2-peugeot-206ir-type2-1398,1.4,2019
62c020db5ac6166d04f28442,12.7,سربی,بدون رنگ,crossover,swm,4 سیلندر توربوشارژ (DG15T) ,9.6,بنزینی,مشکی,37000,g01,1060000000,https://bama.ir/car/detail-553ijki1-swm-g01-1400,1.5,2021
62c020dc5ac6166d04f28443,14.1,نقره ای,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,106000,206ir,170000000,https://bama.ir/car/detail-sycjgv9b-peugeot-206ir-type2-1387,1.4,2008
62c020dc5ac6166d04f28444,11.6,سفید,گلگیر تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,132523,206ir,228000000,https://bama.ir/car/detail-h9tbkk51-peugeot-206ir-type5-1395,1.6,2016
62c020dc5ac6166d04f28445,null,سفید,بدون رنگ,pickup,foton,None,null,بنزینی,مشکی,0,tunland,953000000,https://bama.ir/car/detail-w47bzahw-foton-tunland-2.0l-1401,null,2022
62c020dc5ac6166d04f28446,10,مشکی,بدون رنگ,passenger_car,hyundai,4 سیلندر MPI ,8.1,بنزینی,مشکی,110000,sonata,1090000000,https://bama.ir/car/detail-kpsv8kcd-hyundai-sonata-4cylautomatic-2012,2.4,2012
62c020dc5ac6166d04f28447,8.2,سفید,بدون رنگ,crossover,peugeot,4 سیلندر توربوشارژ EP6 ,6.7,بنزینی,مشکی,null,2008,1120000000,https://bama.ir/car/detail-6cajgnzm-peugeot-2008-1398,1.6,2019
62c020dc5ac6166d04f28448,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,کرم,0,pars,372000000,https://bama.ir/car/detail-y93fovo8-peugeot-pars-lx-1401,1.6,2022
62c020dc5ac6166d04f28449,null,خاکستری,بدون رنگ,suv,kmc,4 سیلندر توربوشارژ TGDi ,8.6,بنزینی,مشکی,20000,k7,1300000000,https://bama.ir/car/detail-a7fqv9s7-kmc-k7-1400,1.5,2021
62c020dc5ac6166d04f2844a,13.4,سفید,یک لکه رنگ,hatchback,pride,4 سیلندر یورو4 بهینه (M13) ,6.4,بنزینی,طوسی,62000,111,162000000,https://bama.ir/car/detail-zneh2qtv-pride-111-se-1397,1.3,2018
62c020dc5ac6166d04f2844b,null,سفید,بدون رنگ,suv,kmc,4 سیلندر توربوشارژ TGDi ,8.6,بنزینی,مشکی,0,k7,1380000000,https://bama.ir/car/detail-2a7a4i62-kmc-k7-1400,1.5,2021
62c020dc5ac6166d04f2844c,13,سفید,بدون رنگ,hatchback,quick,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,11000,manual,200000000,https://bama.ir/car/detail-hdw5qfwz-quick-manual-1400,1.5,2021
62c020dc5ac6166d04f2844d,null,سفید صدفی,دور رنگ,crossover,suzuki,None,null,بنزینی,مشکی,240000,grandvitara,510000000,https://bama.ir/car/detail-3nnd8io-suzuki-grandvitara-2007,null,2007
62c020dc5ac6166d04f2844e,null,بژ,چند لکه رنگ,passenger_car,renault,None,null,بنزینی,کرم,164000,megan,370000000,https://bama.ir/car/detail-zqzdhs31-renault-megan-2000-2006,null,2006
62c020dc5ac6166d04f2844f,10.5,سفید,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,مشکی,150000,ceratoir,730000000,https://bama.ir/car/detail-gp952ji5-kia-ceratoir-2000basic-1395,2,2016
62c020dc5ac6166d04f28450,9.8,سفید صدفی,بدون رنگ,crossover,renault,4 سیلندر ,8.3,بنزینی,موکا,39000,koleos,2450000000,https://bama.ir/car/detail-pmwrd3mc-renault-koleos-2018,2.5,2018
62c020dc5ac6166d04f28451,13.2,سفید,بدون رنگ,passenger_car,shahin,4 سیلندر توربوشارژ (M15T) ,7.2,بنزینی,مشکی,0,g,368000000,https://bama.ir/car/detail-jy8c7r17-shahin-g-1400,1.5,2021
62c020dc5ac6166d04f28452,10.1,سفید,بدون رنگ,passenger_car,chery,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,0,arrizo5t,755000000,https://bama.ir/car/detail-k67gjc8s-chery-arrizo5t-ie-1400,1.5,2021
62c020dc5ac6166d04f28453,12.5,سفید,بدون رنگ,crossover,ssangyong,4 سیلندر ,7.2,بنزینی,مشکی,140000,tivoli,870000000,https://bama.ir/car/detail-j9486yx7-ssangyong-tivoli-elite-2016,1.6,2016
62c020dc5ac6166d04f28454,12.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,7.1,بنزینی,مشکی,930,207,535000000,https://bama.ir/car/detail-wh9jjg6-peugeot-207-at-1399,1.6,2020
62c020dc5ac6166d04f28455,9.5,سفید,بدون رنگ,passenger_car,dena,4 سیلندر توربوشارژ EF7 ,8.1,بنزینی,مشکی,100,plus,510000000,https://bama.ir/car/detail-ja5z2pr-dena-plus-turboautomatic-1401,1.7,2022
62c020dc5ac6166d04f28456,6.7,سفید,بدون رنگ,passenger_car,mercedesbenz,6 سیلندر CGI ,9.3,بنزینی,قرمز,120000,clsclass,2580000000,https://bama.ir/car/detail-9jkp3kzj-mercedesbenz-clsclass-cls350-2009,3.5,2009
62c020dc5ac6166d04f28457,9.7,مشکی,بدون رنگ,passenger_car,hyundai,4 سیلندر GDi ,8.3,بنزینی,مشکی,7000,azera,3250000000,https://bama.ir/car/detail-ju4uwoz3-hyundai-azera-4cylinder-2019,2.4,2019
62c020dc5ac6166d04f28458,null,سفید,بدون رنگ,pickup,foton,None,null,بنزینی,مارون,0,tunland,965000000,https://bama.ir/car/detail-y94dkqxn-foton-tunland-2.0l-1401,null,2022
62c020dc5ac6166d04f28459,10,سفید,بدون رنگ,passenger_car,hyundai,4 سیلندر MPI ,8.1,بنزینی,مشکی,160000,sonata,1200000000,https://bama.ir/car/detail-kjk94yuv-hyundai-sonata-4cylautomatic-2012,2.4,2012
62c020dc5ac6166d04f2845a,9,سفید,بدون رنگ,passenger_car,kia,4 سیلندر GDI ,4.7,هیبریدی,مشکی,20000,optimahybrid,2380000000,https://bama.ir/car/detail-fzykkkzh-kia-optimahybrid-2018,2,2018
62c020dc5ac6166d04f2845b,11,سفید,یک لکه رنگ,suv,toyota,6 سیلندر ,13.4,بنزینی,مشکی,115000,landcruiser4door,5650000000,https://bama.ir/car/detail-nvh6em73-toyota-landcruiser4door-v64000cc-2011,4,2011
62c020dc5ac6166d04f2845c,null,سفید,بدون رنگ,suv,kmc,4 سیلندر توربوشارژ TGDi ,8.6,بنزینی,مشکی,0,k7,1356000000,https://bama.ir/car/detail-yd7qmn5z-kmc-k7-1400,1.5,2021
62c020dc5ac6166d04f2845d,8.2,سفید,بدون رنگ,crossover,peugeot,4 سیلندر توربوشارژ EP6 ,6.7,بنزینی,مشکی,38000,2008,1120000000,https://bama.ir/car/detail-fpwt4fwr-peugeot-2008-1398,1.6,2019
62c020dc5ac6166d04f2845e,14.1,سفید,درب تعویض,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,108000,206ir,205000000,https://bama.ir/car/detail-7c75cuq1-peugeot-206ir-type2-1396,1.4,2017
62c020dc5ac6166d04f2845f,13.6,سفید,دو لکه رنگ,crossover,suzuki,4 سیلندر ,9.4,بنزینی,مشکی,300000,grandvitarair,620000000,https://bama.ir/car/detail-2v8qrgps-suzuki-grandvitarair-at2.0-1387,2,2008
62c020dc5ac6166d04f28460,12,نوک مدادی,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,شتری,14050,lx,292000000,https://bama.ir/car/detail-wxhktm3k-samand-lx-ef7-1399,1.7,2020
62c020de5ac6166d04f28461,11.9,خاکستری,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1365000000,https://bama.ir/car/detail-mn1pta-fidelity-prime-7seater-1401,1.5,2022
62c020de5ac6166d04f28462,11.6,قهوه ای,بدون رنگ,crossover,hyundai,4 سیلندر GDi: سفارشی ,8.5,بنزینی,موکا,67000,santafeix45,2080000000,https://bama.ir/car/detail-85hb56st-hyundai-santafeix45-2400cc-2017,2.4,2017
62c020de5ac6166d04f28463,11.6,سفید,گلگیر تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,53000,207,345000000,https://bama.ir/car/detail-cocof8tv-peugeot-207-manualpanorama-1399,1.6,2020
62c020de5ac6166d04f28464,null,سفید,بدون رنگ,crossover,ssangyong,None,null,بنزینی,مشکی,0,tivoliir,1500000000,https://bama.ir/car/detail-mwbfyuaw-ssangyong-tivoliir-special-1401,null,2022
62c020de5ac6166d04f28465,11.1,نقره ای,بدون رنگ,crossover,kia,4 سیلندر GDI ,8.8,بنزینی,مشکی,72000,sorento,2350000000,https://bama.ir/car/detail-4p9ii5a-kia-sorento-gtline-2016,2.4,2016
62c020de5ac6166d04f28466,11.1,مشکی,بدون رنگ,crossover,kia,4 سیلندر GDI ,8.8,بنزینی,مارون,70000,sorento,2680000000,https://bama.ir/car/detail-kprka88p-kia-sorento-gtline-2017,2.4,2017
62c020de5ac6166d04f28467,9.9,مشکی,بدون رنگ,hatchback,ds,3 سیلندر توربوشارژ ,4.6,بنزینی,مشکی,20000,3,1100000000,https://bama.ir/car/detail-kyitnz19-ds-3-2018,1.2,2018
62c020de5ac6166d04f28468,8.2,سفید صدفی,بدون رنگ,passenger_car,hyundai,6 سیلندر ,10,بنزینی,کرم,73000,azera,1210000000,https://bama.ir/car/detail-wqojcwvg-hyundai-azera-6cylinder-2008,3.3,2008
62c020de5ac6166d04f28469,12.5,مشکی,بدون رنگ,passenger_car,tara,4 سیلندر TU5 پلاس ,7.1,بنزینی,مشکی,0,manual,467000000,https://bama.ir/car/detail-tnrtc8qh-tara-manual-1401,1.6,2022
62c020de5ac6166d04f2846a,12.7,سفید,گلگیر رنگ,pickup,peykan,4 سیلندر OHV2 ,9,بنزینی,مشکی,370000,pickup,79000000,https://bama.ir/car/detail-tco694df-peykan-pickup-gas-1385,1.7,2006
62c020de5ac6166d04f2846b,9,سفید,بدون رنگ,suv,kia,6 سیلندر ,12.7,بنزینی,کرم,215000,mohave,1480000000,https://bama.ir/car/detail-5bgwegh-kia-mohave-v6-2009,3.8,2009
62c020de5ac6166d04f2846c,13.5,سفید,بدون رنگ,passenger_car,dena,4 سیلندر EF7 ,7.9,بنزینی,مشکی,800,plus,438000000,https://bama.ir/car/detail-k698ntz-dena-plus-basicmanual-1400,1.7,2021
62c020de5ac6166d04f2846d,13,سفید,بدون رنگ,hatchback,quick,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,0,manualr,220000000,https://bama.ir/car/detail-medchpd-quick-manualr-1401,1.5,2022
62c020de5ac6166d04f2846e,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,12000,206ir,292000000,https://bama.ir/car/detail-e6sqh4u-peugeot-206ir-type2-1400,1.4,2021
62c020de5ac6166d04f2846f,10,سفید,بدون رنگ,passenger_car,hyundai,4 سیلندر MPI ,8.1,بنزینی,مشکی,242000,sonata,1030000000,https://bama.ir/car/detail-wdb8ibco-hyundai-sonata-4cylautomatic-2011,2.4,2011
62c020de5ac6166d04f28470,null,سفید,بدون رنگ,suv,kmc,4 سیلندر توربوشارژ TGDi ,8.6,بنزینی,مشکی,0,k7,1355000000,https://bama.ir/car/detail-n98rw8fj-kmc-k7-1401,1.5,2022
62c020de5ac6166d04f28471,11.6,خاکستری,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,0,207,410000000,https://bama.ir/car/detail-gsj1wdg-peugeot-207-manualpanorama-1401,1.6,2022
62c020de5ac6166d04f28472,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,کرم,0,pars,378000000,https://bama.ir/car/detail-ux5tgjoj-peugeot-pars-lx-1401,1.6,2022
62c020de5ac6166d04f28473,12,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,کرم,81500,lx,305000000,https://bama.ir/car/detail-5bpmvkdk-samand-lx-ef7cng-1397,1.7,2018
62c020de5ac6166d04f28474,9.6,مشکی,چند لکه رنگ,passenger_car,nissan,6 سیلندر ,9.4,بنزینی,مشکی,230000,teanair,850000000,https://bama.ir/car/detail-1x6oua7w-nissan-teanair-xv-1390,2.5,2011
62c020de5ac6166d04f28475,13.2,نقره ای,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,طوسی,0,pars,375000000,https://bama.ir/car/detail-3378gsvm-peugeot-pars-lx-1401,1.6,2022
62c020de5ac6166d04f28476,12.5,سفید,بدون رنگ,crossover,brilliance,4 سیلندر ,6.5,بنزینی,مشکی,4000,crossC3,580000000,https://bama.ir/car/detail-kib2ctje-brilliance-crossC3-1650cc-1399,1.65,2020
62c020de5ac6166d04f28477,10.5,سفید,بدون رنگ,passenger_car,lifan,4 سیلندر ,8.7,بنزینی,مشکی,39000,820,660000000,https://bama.ir/car/detail-5v9pc8j2-lifan-820-1397,2.4,2018
62c020de5ac6166d04f28478,13.4,سفید,بدون رنگ,hatchback,pride,4 سیلندر یورو4 بهینه (M13) ,6.4,بنزینی,طوسی,24200,111,177000000,https://bama.ir/car/detail-2juci42-pride-111-se-1398,1.3,2019
62c020de5ac6166d04f28479,13.2,سفید,بدون رنگ,passenger_car,shahin,4 سیلندر توربوشارژ (M15T) ,7.2,بنزینی,مشکی,0,g,380000000,https://bama.ir/car/detail-g6b5utzj-shahin-g-1401,1.5,2022
62c020de5ac6166d04f2847a,9.2,مشکی,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,مشکی,130000,3sedan,760000000,https://bama.ir/car/detail-gpuk9r5k-mazda-3sedan-2.0ltype3-1389,2,2010
62c020de5ac6166d04f2847b,11.4,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,قهوه ای,160000,206sd,247000000,https://bama.ir/car/detail-x7h83ius-peugeot-206sd-v8-1395,1.6,2016
62c020de5ac6166d04f2847c,13.5,سفید,بدون رنگ,suv,toyota,4 سیلندر ,12.4,بنزینی,مشکی,100000,prado2doors,2500000000,https://bama.ir/car/detail-1sq176d2-toyota-prado2doors-4cylinder-2012,2.7,2012
62c020de5ac6166d04f2847d,11.6,سفید,کاپوت رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,170000,206ir,220000000,https://bama.ir/car/detail-v6eso6s3-peugeot-206ir-type5-1393,1.6,2014
62c020de5ac6166d04f2847e,11.6,خاکستری,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,0,207,388000000,https://bama.ir/car/detail-uceahgh-peugeot-207-mt-1400,1.6,2021
62c020df5ac6166d04f2847f,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,21000,206ir,272000000,https://bama.ir/car/detail-jebgaf8t-peugeot-206ir-type2-1398,1.4,2019
62c020df5ac6166d04f28480,10.2,سفید,گلگیر رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,طوسی,100000,tondar90,315000000,https://bama.ir/car/detail-gbst698h-renault-tondar90-e2-1396,1.6,2017
62c020df5ac6166d04f28481,13.8,نقره ای,گلگیر رنگ,passenger_car,peugeot,4 سیلندر XU7 دوگانه سوز ,9.5,دوگانه سوز,مشکی,166000,pars,175000000,https://bama.ir/car/detail-yk9qkbts-peugeot-pars-cng-1388,1.8,2009
62c020df5ac6166d04f28482,11.8,سفید,بدون رنگ,crossover,hyundai,4 سیلندر ,8.3,بنزینی,مشکی,171000,tucsonix35,1980000000,https://bama.ir/car/detail-znte8e24-hyundai-tucsonix35-2.0l4wd-2017,2,2017
62c020df5ac6166d04f28483,10.3,سفید صدفی,بدون رنگ,crossover,mitsubishi,4 سیلندر با 2 موتور الکتریکی ,1.8,هیبریدی,موکا,21000,outlanderphev,2800000000,https://bama.ir/car/detail-26sxx8ak-mitsubishi-outlanderphev-2018,2,2018
62c020df5ac6166d04f28484,9.7,قهوه ای,بدون رنگ,crossover,toyota,4 سیلندر ,8.1,بنزینی,کرم,162000,rav4,1900000000,https://bama.ir/car/detail-3o1tn212-toyota-rav4-4wd-2014,2.5,2014
62c020df5ac6166d04f28485,11.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,116000,206ir,245000000,https://bama.ir/car/detail-xknnmqhf-peugeot-206ir-type5-1395,1.6,2016
62c020df5ac6166d04f28486,11.6,مشکی,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,0,207,386000000,https://bama.ir/car/detail-cuk7ipo9-peugeot-207-mt-1400,1.6,2021
62c020df5ac6166d04f28487,7.2,سفید صدفی,بدون رنگ,passenger_car,kia,6 سیلندر ,9.4,بنزینی,مشکی,null,cadenza,1500000000,https://bama.ir/car/detail-i5npihag-kia-cadenza-2012,3.5,2012
62c020df5ac6166d04f28488,11.7,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,مشکی,64000,tondar90,520000000,https://bama.ir/car/detail-rufbnvaq-renault-tondar90-plusat-1397,1.6,2018
62c020df5ac6166d04f28489,11.5,سفید,بدون رنگ,passenger_car,mitsubishi,4 سیلندر ,6.6,بنزینی,مشکی,0,lancer,1400000000,https://bama.ir/car/detail-tdaodqc-mitsubishi-lancer-1.8at-2018,1.8,2018
62c020df5ac6166d04f2848a,13.1,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,طوسی,125000,lx,200000000,https://bama.ir/car/detail-ommjdbb-samand-lx-basic-1395,1.8,2016
62c020df5ac6166d04f2848b,13.4,سفید,بدون رنگ,passenger_car,pride,4 سیلندر یورو4 بهینه (M13) ,6.4,بنزینی,طوسی,79000,131,150000000,https://bama.ir/car/detail-nwwk34dd-pride-131-se-1396,1.3,2017
62c020df5ac6166d04f2848c,11.5,سفید,بدون رنگ,hatchback,renault,4 سیلندر ,8,بنزینی,طوسی,7000,sanderostepway,680000000,https://bama.ir/car/detail-gesodicw-renault-sanderostepway-at-1398,1.6,2019
62c020df5ac6166d04f2848d,11.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,41000,206ir,300000000,https://bama.ir/car/detail-wrghq3w6-peugeot-206ir-type5-1398,1.6,2019
62c020df5ac6166d04f2848e,11.8,نوک مدادی,بدون رنگ,crossover,baic,4 سیلندر ,6.8,بنزینی,مشکی,43000,x25,425000000,https://bama.ir/car/detail-dxka6h48-baic-x25-1398,1.5,2019
62c020df5ac6166d04f2848f,9.5,خاکستری,بدون رنگ,passenger_car,dena,4 سیلندر توربوشارژ EF7 ,8.1,بنزینی,مشکی,0,plus,508000000,https://bama.ir/car/detail-b89iscqh-dena-plus-turboautomatic-1401,1.7,2022
62c020df5ac6166d04f28490,null,نقره ای,گلگیر تعویض,passenger_car,peugeot,None,null,بنزینی,مشکی,129000,roa,70000000,https://bama.ir/car/detail-iigipb4-peugeot-roa-g2-1389,null,2010
62c020df5ac6166d04f28491,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,0,206ir,305000000,https://bama.ir/car/detail-q7g15t8k-peugeot-206ir-type2-1401,1.4,2022
62c020df5ac6166d04f28492,12.5,سفید,چند لکه رنگ,passenger_car,mvm,4 سیلندر ,7,بنزینی,کرم,155000,530,205000000,https://bama.ir/car/detail-bndsc5ou-mvm-530-1393,2,2014
62c020df5ac6166d04f28493,12,نوک مدادی,یک لکه رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,کرم,119000,lx,239000000,https://bama.ir/car/detail-523q73rx-samand-lx-ef7cng-1395,1.7,2016
62c020df5ac6166d04f28494,13,سفید,بدون رنگ,passenger_car,tiba,4 سیلندر M15 ,6.9,بنزینی,طوسی,35500,sedan,170000000,https://bama.ir/car/detail-z2bina65-tiba-sedan-sx-1398,1.5,2019
62c020df5ac6166d04f28495,null,نقره ای,دو لکه رنگ,passenger_car,toyota,None,null,بنزینی,طوسی,269000,camry,920000000,https://bama.ir/car/detail-tc3nnj1w-toyota-camry-le-2007,null,2007
62c020df5ac6166d04f28496,11.4,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,145000,206sd,238000000,https://bama.ir/car/detail-ebzsysv6-peugeot-206sd-v8-1393,1.6,2014
62c020df5ac6166d04f28497,11.4,سفید,چند لکه رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,176000,206sd,220000000,https://bama.ir/car/detail-qdgcwtdx-peugeot-206sd-v8-1395,1.6,2016
62c020df5ac6166d04f28498,11,مشکی,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,کرم,95000,pars,240000000,https://bama.ir/car/detail-cp44w7o7-peugeot-pars-mt-1395,1.8,2016
62c020df5ac6166d04f28499,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,کرم,53000,405,285000000,https://bama.ir/car/detail-5y5pry-peugeot-405-slx-1398,1.6,2019
62c020df5ac6166d04f2849a,6.4,مشکی,بدون رنگ,crossover,bmw,4 سیلندر توربوشارژ (N20B20) ,7.4,بنزینی,موکا,32000,x4,5300000000,https://bama.ir/car/detail-fpe94w8z-bmw-x4-28-2017,2,2017
62c020df5ac6166d04f2849b,13,سفید,بدون رنگ,hatchback,quick,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,0,manual,212000000,https://bama.ir/car/detail-fu81r21m-quick-manual-1401,1.5,2022
62c020df5ac6166d04f2849c,11.4,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,کرم,56000,206sd,305000000,https://bama.ir/car/detail-nh37j1a6-peugeot-206sd-v8-1398,1.6,2019
62c020e05ac6166d04f2849d,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,کرم,0,pars,373000000,https://bama.ir/car/detail-6igd6hd7-peugeot-pars-lx-1401,1.6,2022
62c020e05ac6166d04f2849e,10.1,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,7.1,بنزینی,طوسی,null,symbol,498000000,https://bama.ir/car/detail-7tn5t4a-renault-symbol-pe-2016,1.6,2016
62c020e05ac6166d04f2849f,12.8,سفید,بدون رنگ,passenger_car,saina,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,0,exmt,208000000,https://bama.ir/car/detail-28b6uuv-saina-exmt-1400,1.5,2021
62c020e05ac6166d04f284a0,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,0,206ir,303000000,https://bama.ir/car/detail-v1uw6yr-peugeot-206ir-type2-1401,1.4,2022
62c020e05ac6166d04f284a1,13.2,سفید,بدون رنگ,passenger_car,shahin,4 سیلندر توربوشارژ (M15T) ,7.2,بنزینی,مشکی,0,g,370000000,https://bama.ir/car/detail-k49rf6qi-shahin-g-1401,1.5,2022
62c020e05ac6166d04f284a2,9.6,سفید,بدون رنگ,passenger_car,hyundai,4 سیلندر MPi ,7.5,بنزینی,مشکی,28000,elantra,1660000000,https://bama.ir/car/detail-9qghsh4r-hyundai-elantra-2.0l-2018,2,2018
62c020e05ac6166d04f284a3,12.7,سفید,چند لکه رنگ,pickup,peykan,4 سیلندر OHV2 ,9,بنزینی,سفید,320000,pickup,85000000,https://bama.ir/car/detail-kpi548r3-peykan-pickup-gas-1385,1.7,2006
62c020e05ac6166d04f284a4,11.6,سفید,صافکاری بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,210000,206ir,235000000,https://bama.ir/car/detail-tjym7433-peugeot-206ir-type5-1394,1.6,2015
62c020e05ac6166d04f284a5,11.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,57000,206ir,300000000,https://bama.ir/car/detail-hm6o23bs-peugeot-206ir-type5-1398,1.6,2019
