_id,acceleration,body_color,body_status,body_type,brand,engine,fuel_consumption,fuel_type,inside_color,mileage,model,price,url,volume,year
62c020245ac6166d04f27483,9.7,سفید,گلگیر تعویض,passenger_car,mg,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,98000,360,450000000,https://bama.ir/car/detail-yef9zxzr-mg-360-atturbo-1397,1.5,2018
62c020245ac6166d04f27484,11.1,سفید,یک لکه رنگ,crossover,kia,4 سیلندر GDI ,8.8,بنزینی,مشکی,111000,sorento,2050000000,https://bama.ir/car/detail-ob1tf9i3-kia-sorento-basic-2015,2.4,2015
62c020245ac6166d04f27485,9.2,سفید,بدون رنگ,crossover,lexus,4 سیلندر با موتور الکتریکی ,5.1,هیبریدی,سفید صدفی,18000,nxhybrid,4300000000,https://bama.ir/car/detail-2xy9brk9-lexus-nxhybrid-300hfsport-2017,2.5,2017
62c020245ac6166d04f27486,11.6,سفید صدفی,یک لکه رنگ,None,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,70000,207,350000000,https://bama.ir/car/detail-xx8wmki9-peugeot-207-mt-1399,1.6,2020
62c020245ac6166d04f27487,11.3,نوک مدادی,گلگیر تعویض,None,kia,4 سیلندر ,7,بنزینی,طوسی,230000,rioir,189000000,https://bama.ir/car/detail-dxwsqo-kia-rioir-mt-1387,1.5,2008
62c020245ac6166d04f27488,10.5,سفید,بدون رنگ,None,kia,4 سیلندر ,7.9,بنزینی,مشکی,140000,ceratoir,799000000,https://bama.ir/car/detail-9r7noa3y-kia-ceratoir-2000optional-1396,2,2017
62c020245ac6166d04f27489,6.5,سفید,بدون رنگ,crossover,bmw,4 سیلندر توربوشارژ ,6.6,بنزینی,مارون,83000,x1,2200000000,https://bama.ir/car/detail-3jx4ca3j-bmw-x1-28-2014,2,2014
62c020245ac6166d04f2748a,7.1,مشکی,بدون رنگ,hatchback,bmw,4 سیلندر توربوشارژ ,6.1,بنزینی,مشکی,22000,1series,2250000000,https://bama.ir/car/detail-yry13exm-bmw-1series-120i-2018,2,2018
62c020245ac6166d04f2748b,11,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,کرم,58000,pars,270000000,https://bama.ir/car/detail-9u1qyjoe-peugeot-pars-mt-1397,1.8,2018
62c020245ac6166d04f2748c,11.9,سفید,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,800000000,https://bama.ir/car/detail-kge1dr56-fidelity-prime-5seater-1401,1.5,2022
62c020245ac6166d04f2748d,11.6,خاکستری,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,71000,207,339000000,https://bama.ir/car/detail-m7svjt69-peugeot-207-mt-1399,1.6,2020
62c020245ac6166d04f2748e,11.4,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,150000,206sd,265000000,https://bama.ir/car/detail-8es46bsc-peugeot-206sd-v8-1396,1.6,2017
62c020255ac6166d04f2748f,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,100000,206ir,235000000,https://bama.ir/car/detail-8sm34ygr-peugeot-206ir-type2-1395,1.4,2016
62c020255ac6166d04f27490,null,سفید,چند لکه رنگ,passenger_car,mercedesbenz,None,null,بنزینی,مشکی,257000,eclass,680000000,https://bama.ir/car/detail-jsqnks5-mercedesbenz-eclass-e240-2003,null,2003
62c020255ac6166d04f27491,6.5,سفید صدفی,بدون رنگ,crossover,bmw,4 سیلندر توربوشارژ ,7.3,بنزینی,موکا,57000,x3,3820000000,https://bama.ir/car/detail-68ggyyxr-bmw-x3-28-2016,2,2016
62c020255ac6166d04f27492,13.5,سفید,بدون رنگ,passenger_car,dena,4 سیلندر EF7 ,7.7,بنزینی,کرم,50000,1.7,335000000,https://bama.ir/car/detail-vmdnikxb-dena-1.7-1398,1.7,2019
62c020255ac6166d04f27493,7.8,مشکی,بدون رنگ,passenger_car,mercedesbenz,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,87000,cclass,2850000000,https://bama.ir/car/detail-4kdfwts-mercedesbenz-cclass-c200-2014,1.8,2014
62c020255ac6166d04f27494,13,سرمه ای,بدون رنگ,passenger_car,tara,4 سیلندر TU5 پلاس ,7.3,بنزینی,مشکی,0,automatic,585000000,https://bama.ir/car/detail-sbwhi8nc-tara-automatic-1400,1.6,2021
62c020255ac6166d04f27495,12.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,7.1,بنزینی,مشکی,63000,207,428000000,https://bama.ir/car/detail-777ejnkq-peugeot-207-at-1397,1.6,2018
62c020255ac6166d04f27496,10.5,قرمز,دو لکه رنگ,coupe,kia,4 سیلندر MPI ,7.4,بنزینی,مشکی,120000,ceratokoup,925000000,https://bama.ir/car/detail-g8kzto41-kia-ceratokoup-2014,2,2014
62c020255ac6166d04f27497,15,سفید,بدون رنگ,crossover,changan,4 سیلندر ,7.2,بنزینی,خاکستری,70000,cs35ir,493000000,https://bama.ir/car/detail-hv7i8kte-changan-cs35ir-1396,1.6,2017
62c020255ac6166d04f27498,11,نقره ای,چند لکه رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,مشکی,440000,405,103000000,https://bama.ir/car/detail-up3wpt71-peugeot-405-glx-1385,1.8,2006
62c020255ac6166d04f27499,11.9,خاکستری,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1280000000,https://bama.ir/car/detail-tuo3inhw-fidelity-prime-7seater-1401,1.5,2022
62c020255ac6166d04f2749a,9.2,سفید,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,مشکی,49000,3sedan,1180000000,https://bama.ir/car/detail-aeu99q4-mazda-3sedan-2.0ltype4-1397,2,2018
62c020255ac6166d04f2749b,11.8,مشکی,درب تعویض,passenger_car,chery,4 سیلندر ,6,بنزینی,مشکی,140000,arrizo5,465000000,https://bama.ir/car/detail-umrfqfn-chery-arrizo5-atexcellent-1395,1.5,2016
62c020255ac6166d04f2749c,13.8,خاکستری,بدون رنگ,hatchback,hyundai,4 سیلندر ,5.9,بنزینی,موکا,28000,i10ir,658000000,https://bama.ir/car/detail-j35uyn5r-hyundai-i10ir-1396,1.2,2017
62c020255ac6166d04f2749d,7.7,سفید,بدون رنگ,hatchback,alfaromeo,4 سیلندر توربوشارژ مولتی‌ایر ,6,بنزینی,موکا,92000,giulietta,1350000000,https://bama.ir/car/detail-57g9ktsg-alfaromeo-giulietta-2017,1.4,2017
62c020255ac6166d04f2749e,13.8,سفید,بدون رنگ,passenger_car,pride,4 سیلندر یورو3 (M13) ,6.7,بنزینی,طوسی,65177,131,122000000,https://bama.ir/car/detail-whdqvk32-pride-131-sx-1391,1.3,2012
62c020255ac6166d04f2749f,null,سفید,بدون رنگ,crossover,mvm,None,null,بنزینی,موکا,0,x22,487000000,https://bama.ir/car/detail-7noaa66d-mvm-x22-mtsportluxury-1401,null,2022
62c020255ac6166d04f274a0,11.9,سفید,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1330000000,https://bama.ir/car/detail-29e41imp-fidelity-prime-7seater-1401,1.5,2022
62c020255ac6166d04f274a1,13.8,سفید,اتاق تعویض,passenger_car,pride,4 سیلندر یورو3 (M13) ,6.7,بنزینی,طوسی,177000,132,107000000,https://bama.ir/car/detail-65y92z-pride-132-sl-1390,1.3,2011
62c020255ac6166d04f274a2,15,سفید,بدون رنگ,crossover,changan,4 سیلندر ,7.2,بنزینی,خاکستری,70000,cs35ir,493000000,https://bama.ir/car/detail-p5gkqk22-changan-cs35ir-1396,1.6,2017
62c020255ac6166d04f274a3,14,نوک مدادی,بدون رنگ,crossover,mvm,4 سیلندر ,8.4,بنزینی,موکا,0,x33s,724000000,https://bama.ir/car/detail-j5bynnn5-mvm-x33s-at5speed-1401,2,2022
62c020255ac6166d04f274a4,8.2,سفید,بدون رنگ,crossover,peugeot,4 سیلندر توربوشارژ EP6 ,6.7,بنزینی,مشکی,12800,2008,1230000000,https://bama.ir/car/detail-9e3orvoq-peugeot-2008-1398,1.6,2019
62c020255ac6166d04f274a5,10.9,کرم,بدون رنگ,crossover,renault,4 سیلندر توربوشارژ TCe120 ,5.9,بنزینی,مشکی,73000,captur,970000000,https://bama.ir/car/detail-efkzf2r8-renault-captur-2017,1.2,2017
62c020255ac6166d04f274a6,10.3,سفید صدفی,بدون رنگ,crossover,mitsubishi,4 سیلندر با 2 موتور الکتریکی ,1.8,هیبریدی,مشکی,20000,outlanderphev,2750000000,https://bama.ir/car/detail-4igk9db8-mitsubishi-outlanderphev-2018,2,2018
62c020255ac6166d04f274a7,13,خاکستری,بدون رنگ,hatchback,quick,4 سیلندر M15 یورو4 ,7,بنزینی,مشکی,11000,manual,200000000,https://bama.ir/car/detail-wyes27cu-quick-manual-1398,1.5,2019
62c020255ac6166d04f274a8,11.6,مشکی,صافکاری بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,خاکستری,78000,206ir,242000000,https://bama.ir/car/detail-cvbpgb9w-peugeot-206ir-type5-1394,1.6,2015
62c020255ac6166d04f274a9,11.8,سفید,بدون رنگ,hatchback,mvm,4 سیلندر ,6.3,بنزینی,مشکی,60000,315hatchback,280000000,https://bama.ir/car/detail-gsidoekm-mvm-315hatchback-sportluxury-1396,1.5,2017
62c020255ac6166d04f274aa,9.2,مشکی,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,مشکی,77000,3sedan,1060000000,https://bama.ir/car/detail-bf6x997d-mazda-3sedan-2.0ltype4-1396,2,2017
62c020255ac6166d04f274ab,null,سفید,دور رنگ,passenger_car,toyota,None,null,بنزینی,سرمه ای,396000,corolla,95000000,https://bama.ir/car/detail-fzmyt8jq-toyota-corolla-se-1991,null,2612
62c020255ac6166d04f274ac,9.3,سفید,دو لکه رنگ,passenger_car,hyundai,4 سیلندر GDi با موتورالکتریکی ,4.7,هیبریدی,سرمه ای,53000,sonatahybrid,1599000000,https://bama.ir/car/detail-8sw1of9-hyundai-sonatahybrid-glsplus-2017,2,2017
62c020275ac6166d04f274ad,9.5,قهوه ای,بدون رنگ,passenger_car,kia,4 سیلندر GDI ,8.1,بنزینی,مشکی,59500,optima,2000000000,https://bama.ir/car/detail-q4pietti-kia-optima-gtline-2016,2.4,2016
62c020275ac6166d04f274ae,9.3,سفید صدفی,بدون رنگ,passenger_car,hyundai,4 سیلندر GDi با موتورالکتریکی ,4.7,هیبریدی,موکا,0,sonatahybrid,2850000000,https://bama.ir/car/detail-fqiu5ak-hyundai-sonatahybrid-glsplus-2018,2,2018
62c020275ac6166d04f274af,null,سفید,بدون رنگ,pickup,kmc,4 سیلندر توربوشارژ یورو5 ,null,بنزینی,مشکی,0,t8,1000000000,https://bama.ir/car/detail-kkvgb3yb-kmc-t8-1400,2,2021
62c020275ac6166d04f274b0,14.1,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,0,206ir,306000000,https://bama.ir/car/detail-qocmdkr3-peugeot-206ir-type2-1401,1.4,2022
62c020275ac6166d04f274b1,11.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,78000,207,325000000,https://bama.ir/car/detail-s6gfp6sb-peugeot-207-mt-1396,1.6,2017
62c020275ac6166d04f274b2,null,سفید,بدون رنگ,pickup,kmc,4 سیلندر توربوشارژ یورو5 ,null,بنزینی,مشکی,0,t8,1080000000,https://bama.ir/car/detail-zni1627z-kmc-t8-1400,2,2021
62c020275ac6166d04f274b3,12.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,7.1,بنزینی,مشکی,43000,207,488000000,https://bama.ir/car/detail-vjy3xtrg-peugeot-207-at-1398,1.6,2019
62c020275ac6166d04f274b4,12.8,سفید,بدون رنگ,crossover,chery,4 سیلندر ,9,بنزینی,مشکی,125000,tiggo5,600000000,https://bama.ir/car/detail-ivosfah-chery-tiggo5-atexcellent-1395,2,2016
62c020275ac6166d04f274b5,10.1,مشکی,بدون رنگ,passenger_car,chery,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,0,arrizo5t,760000000,https://bama.ir/car/detail-h5f2xd21-chery-arrizo5t-ie-1401,1.5,2022
62c020275ac6166d04f274b6,14,نوک مدادی,بدون رنگ,crossover,mvm,4 سیلندر ,8.4,بنزینی,موکا,0,x33s,724000000,https://bama.ir/car/detail-ppbj924z-mvm-x33s-at5speed-1401,2,2022
62c020275ac6166d04f274b7,9.8,سفید,بدون رنگ,crossover,renault,4 سیلندر ,8.3,بنزینی,کرم,60000,koleos,2150000000,https://bama.ir/car/detail-92h5y2od-renault-koleos-2017,2.5,2017
62c020275ac6166d04f274b8,14.1,نوک مدادی,یک لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,طوسی,110000,206ir,180000000,https://bama.ir/car/detail-m1pq14ph-peugeot-206ir-type2-1390,1.4,2011
62c020275ac6166d04f274b9,13.2,خاکستری,یک لکه رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,مشکی,4000,pars,365000000,https://bama.ir/car/detail-sucv4nxp-peugeot-pars-lx-1400,1.6,2021
62c020275ac6166d04f274ba,10.2,سفید,بدون رنگ,crossover,chery,4 سیلندر توربوشارژ ,6.7,بنزینی,مشکی,0,tiggo7,1102820000,https://bama.ir/car/detail-tvef3v4b-chery-tiggo7-ie-1401,1.5,2022
62c020275ac6166d04f274bb,null,نوک مدادی,بدون رنگ,suv,mvm,4 سیلندر توربوشارژ بهینه شده ,null,بنزینی,مشکی,0,x55pro,953000000,https://bama.ir/car/detail-c9r1yhr9-mvm-x55pro-excellentsport-1401,1.5,2022
62c020275ac6166d04f274bc,10.1,مشکی,بدون رنگ,passenger_car,chery,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,0,arrizo5t,760900000,https://bama.ir/car/detail-kb5pb25p-chery-arrizo5t-ie-1401,1.5,2022
62c020275ac6166d04f274bd,10.9,مشکی,بدون رنگ,crossover,mvm,4 سیلندر توربوشارژ ,6.5,بنزینی,مشکی,0,x55,933060000,https://bama.ir/car/detail-qejksiya-mvm-x55-excellentsport-1400,1.5,2021
62c020275ac6166d04f274be,10.1,مشکی,بدون رنگ,passenger_car,chery,4 سیلندر توربوشارژ ,6.9,بنزینی,مشکی,0,arrizo5t,760000000,https://bama.ir/car/detail-qb3xw84k-chery-arrizo5t-ie-1401,1.5,2022
62c020275ac6166d04f274bf,null,مشکی,بدون رنگ,suv,fownix,None,null,بنزینی,مشکی,0,tiggo7pro,1256720000,https://bama.ir/car/detail-fhkz28m-fownix-tiggo7pro-excellent-1401,null,2022
62c020275ac6166d04f274c0,9.5,خاکستری,بدون رنگ,passenger_car,dena,4 سیلندر توربوشارژ EF7 ,8.1,بنزینی,مشکی,39000,plus,448000000,https://bama.ir/car/detail-xiifcddf-dena-plus-turboautomatic-1399,1.7,2020
62c020275ac6166d04f274c1,10,سفید صدفی,بدون رنگ,crossover,mitsubishi,4 سیلندر ,8.4,بنزینی,مشکی,22000,asx,1680000000,https://bama.ir/car/detail-6nv623hp-mitsubishi-asx-type4-2018,2,2018
62c020275ac6166d04f274c2,11.6,سفید,درب تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,خاکستری,10000,207,370000000,https://bama.ir/car/detail-g54zgis-peugeot-207-manualpanorama-1401,1.6,2022
62c020275ac6166d04f274c3,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,طوسی,0,pars,373000000,https://bama.ir/car/detail-xhc67w4x-peugeot-pars-lx-1401,1.6,2022
62c020275ac6166d04f274c4,11.9,مشکی,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1260000000,https://bama.ir/car/detail-rpki1sqs-fidelity-prime-7seater-1401,1.5,2022
62c020275ac6166d04f274c5,11.8,آبی,چند لکه رنگ,passenger_car,chery,4 سیلندر ,6,بنزینی,مشکی,68000,arrizo5,455000000,https://bama.ir/car/detail-pua54f99-chery-arrizo5-atexcellent-1395,1.5,2016
62c020275ac6166d04f274c6,null,سفید,بدون رنگ,crossover,chery,4 سیلندر ,9,بنزینی,مشکی,138000,tiggo5,600000000,https://bama.ir/car/detail-ecxsubp4-chery-tiggo5-atluxury-1396,2,2017
62c020275ac6166d04f274c7,null,مشکی,گلگیر رنگ,suv,renault,None,null,بنزینی,مشکی,110000,duster,670000000,https://bama.ir/car/detail-nc5zq5n3-renault-duster-pefwd-2015,null,2015
62c020275ac6166d04f274c8,10.2,مشکی,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,طوسی,149000,tondar90,320000000,https://bama.ir/car/detail-szcezqg7-renault-tondar90-e2-1395,1.6,2016
62c020275ac6166d04f274c9,11.9,سفید,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1240000000,https://bama.ir/car/detail-sy3ig2i-fidelity-prime-5seater-1401,1.5,2022
62c020275ac6166d04f274ca,null,قرمز,بدون رنگ,pickup,kmc,4 سیلندر توربوشارژ یورو5 ,null,بنزینی,مشکی,0,t8,1080000000,https://bama.ir/car/detail-v72h8rh3-kmc-t8-1400,2,2021
62c0202a5ac6166d04f274cb,9.8,مشکی,یک لکه رنگ,crossover,nissan,4 سیلندر ,8.3,بنزینی,مشکی,140000,xtrail,1615000000,https://bama.ir/car/detail-w9kcu85b-nissan-xtrail-2016,2.5,2016
62c0202a5ac6166d04f274cc,11,نقره ای,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,کرم,70000,405,205000000,https://bama.ir/car/detail-sbwuuw1-peugeot-405-glx-1395,1.8,2016
62c0202a5ac6166d04f274cd,10.5,سفید,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,مشکی,115000,ceratoir,830000000,https://bama.ir/car/detail-ponto5jd-kia-ceratoir-2000optional-1396,2,2017
62c0202a5ac6166d04f274ce,11.9,خاکستری,بدون رنگ,crossover,fidelity,4 سیلندر توربوشارژ (4T15C) ,8.1,بنزینی,مشکی,0,prime,1250000000,https://bama.ir/car/detail-qtjqgpfb-fidelity-prime-5seater-1401,1.5,2022
62c0202a5ac6166d04f274cf,10.8,سفید,بدون رنگ,crossover,jac,4 سیلندر ,7.6,بنزینی,مشکی,0,s3,690000000,https://bama.ir/car/detail-bm264nkh-jac-s3-at-1400,1.6,2021
62c0202a5ac6166d04f274d0,null,مشکی,بدون رنگ,suv,uaz,4 سیلندر (ZMZ40906) ,12.8,بنزینی,طوسی,0,patriot,1250000000,https://bama.ir/car/detail-gz8uc3zx-uaz-patriot-at-1401,2.7,2022
62c0202a5ac6166d04f274d1,10.3,سفید,یک لکه رنگ,passenger_car,hyundai,4 سیلندر ,8.5,بنزینی,طوسی,146000,avante,498000000,https://bama.ir/car/detail-ne5e934q-hyundai-avante-at-1389,2,2010
62c0202a5ac6166d04f274d2,null,مشکی,بدون رنگ,pickup,kmc,4 سیلندر توربوشارژ یورو5 ,null,بنزینی,مشکی,0,t8,1130000000,https://bama.ir/car/detail-v6ptbnev-kmc-t8-1401,2,2022
62c0202a5ac6166d04f274d3,13,نوک مدادی,بدون رنگ,hatchback,tiba,4 سیلندر M15 ,6.9,بنزینی,طوسی,10400,hatchback,192000000,https://bama.ir/car/detail-8kgnmggh-tiba-hatchback-ex-1400,1.5,2021
62c0202a5ac6166d04f274d4,null,سفید,بدون رنگ,suv,kmc,4 سیلندر توربوشارژ TGDi ,8.6,بنزینی,مشکی,0,k7,1410000000,https://bama.ir/car/detail-qkd7qoy-kmc-k7-1401,1.5,2022
62c0202a5ac6166d04f274d5,10.2,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,طوسی,110000,tondar90,338000000,https://bama.ir/car/detail-u9sgak4o-renault-tondar90-e2-1395,1.6,2016
62c0202a5ac6166d04f274d6,11.3,نوک مدادی,گلگیر تعویض,passenger_car,kia,4 سیلندر ,7,بنزینی,طوسی,230000,rioir,189000000,https://bama.ir/car/detail-dxwsqo-kia-rioir-mt-1387,1.5,2008
62c0202a5ac6166d04f274d7,12.7,مشکی,دو لکه رنگ,crossover,mvm,4 سیلندر ,6.1,بنزینی,مشکی,82000,x22,445000000,https://bama.ir/car/detail-zms7ctim-mvm-x22-atsportexcellent-1397,1.5,2018
62c0202a5ac6166d04f274d8,12.6,خاکستری,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,7.1,بنزینی,مشکی,0,207,637000000,https://bama.ir/car/detail-1h1ix4wo-peugeot-207-automaticpanorama-1400,1.6,2021
62c0202a5ac6166d04f274d9,11.6,مشکی,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,0,207,413000000,https://bama.ir/car/detail-ye3zs8vd-peugeot-207-manualpanorama-1401,1.6,2022
62c0202a5ac6166d04f274da,null,سفید,بدون رنگ,suv,fownix,None,null,بنزینی,مارون,0,tiggo7pro,1256000000,https://bama.ir/car/detail-ih4kc6t4-fownix-tiggo7pro-excellent-1401,null,2022
62c0202a5ac6166d04f274db,6.4,سفید,بدون رنگ,crossover,bmw,4 سیلندر توربوشارژ (N20B20) ,7.4,بنزینی,قهوه ای,71000,x4,4550000000,https://bama.ir/car/detail-224ist4h-bmw-x4-28-2016,2,2016
62c0202a5ac6166d04f274dc,10.5,سفید,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,مشکی,83000,ceratoir,750000000,https://bama.ir/car/detail-vss84ac-kia-ceratoir-2000basic-1395,2,2016
62c0202a5ac6166d04f274dd,null,مشکی,بدون رنگ,crossover,kia,None,null,بنزینی,مشکی,135000,sportage,855000000,https://bama.ir/car/detail-5ifj2ncb-kia-sportage-6cylinder-2010,null,2010
62c0202a5ac6166d04f274de,null,سفید,بدون رنگ,crossover,mvm,None,null,بنزینی,مارون,0,x22,487000000,https://bama.ir/car/detail-yzyh8qrx-mvm-x22-mtsportluxury-1401,null,2022
62c0202a5ac6166d04f274df,11.6,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,29000,206ir,325000000,https://bama.ir/car/detail-nd6szbs9-peugeot-206ir-type5-1398,1.6,2019
62c0202a5ac6166d04f274e0,12.7,سفید,بدون رنگ,pickup,arisun,4 سیلندر دوگانه سوز (OHV G2) ,9.2,دوگانه سوز,مشکی,65000,arisan,198000000,https://bama.ir/car/detail-m18cbr8g-arisun-arisan-1.7liter-1398,1.7,2019
62c0202a5ac6166d04f274e1,8.9,نوک مدادی,بدون رنگ,crossover,fownix,4 سیلندر توربوشارژ (4J16) ,7,بنزینی,مارون,0,tiggo8pro,1794000000,https://bama.ir/car/detail-cp6hxrpt-fownix-tiggo8pro-premium-1401,1.6,2022
62c0202a5ac6166d04f274e2,null,مشکی,دو لکه رنگ,passenger_car,mercedesbenz,None,null,بنزینی,طوسی,92000,sclass,1650000005,https://bama.ir/car/detail-h3eyohyi-mercedesbenz-sclass-s350-2005,null,2005
62c0202a5ac6166d04f274e3,12.5,مشکی,یک لکه رنگ,hatchback,dongfeng,4 سیلندر TU5 ,7.7,بنزینی,مشکی,44000,h30cross,380000000,https://bama.ir/car/detail-ynrvehv-dongfeng-h30cross-1397,1.6,2018
62c0202a5ac6166d04f274e4,10.2,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.8,بنزینی,مشکی,560000,parstondar,480000000,https://bama.ir/car/detail-3y5nbmd-renault-parstondar-1397,1.6,2018
62c0202a5ac6166d04f274e5,null,مشکی,بدون رنگ,passenger_car,proton,None,null,بنزینی,کرم,380000,gen2,225000000,https://bama.ir/car/detail-gqhefoyg-proton-gen2-2007,null,2007
62c0202a5ac6166d04f274e6,6.7,قهوه ای,بدون رنگ,crossover,porsche,4 سیلندر توربوشارژ ,7.4,بنزینی,کرم,41000,macan,6700000000,https://bama.ir/car/detail-vrxppidz-porsche-macan-2017,2,2017
62c0202a5ac6166d04f274e7,12,سفید,بدون رنگ,passenger_car,runna,4 سیلندر TU5P یورو5 ,6.8,بنزینی,مشکی,0,pluspanorama,334000000,https://bama.ir/car/detail-3d7s4yqx-runna-pluspanorama-1401,1.6,2022
62c0202a5ac6166d04f274e8,10.4,مشکی,بدون رنگ,crossover,hyundai,4 سیلندر ,9.6,بنزینی,موکا,78000,tucsonix35,1480000000,https://bama.ir/car/detail-esdqu1kw-hyundai-tucsonix35-2.4l-2015,2.4,2015
62c0202c5ac6166d04f274e9,10.5,سفید,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,مشکی,53000,ceratoir,910000000,https://bama.ir/car/detail-n7puef36-kia-ceratoir-2000optional-1396,2,2017
62c0202c5ac6166d04f274ea,11.4,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,113000,206sd,260000000,https://bama.ir/car/detail-ituk5udw-peugeot-206sd-v8-1396,1.6,2017
62c0202c5ac6166d04f274eb,11.4,گیلاسی,بدون رنگ,suv,renault,4 سیلندر ,8.9,بنزینی,کرم,135000,duster,970000000,https://bama.ir/car/detail-5nyzj56-renault-duster-se4wd-2017,2,2017
62c0202c5ac6166d04f274ec,13.2,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,مشکی,0,pars,375000000,https://bama.ir/car/detail-d8jysp3n-peugeot-pars-lx-1401,1.6,2022
62c0202c5ac6166d04f274ed,9.8,سفید,بدون رنگ,crossover,kia,4 سیلندر GDI ,8.5,بنزینی,مشکی,60000,sportage,2320000000,https://bama.ir/car/detail-37gajbym-kia-sportage-gtline-2017,2.4,2017
62c0202c5ac6166d04f274ee,8.2,سفید صدفی,یک لکه رنگ,passenger_car,hyundai,6 سیلندر ,10,بنزینی,کرم,216000,azera,845000000,https://bama.ir/car/detail-kcszvkui-hyundai-azera-6cylinder-2008,3.3,2008
62c0202c5ac6166d04f274ef,14.1,بژ,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,مشکی,null,206ir,153000000,https://bama.ir/car/detail-ufx1889c-peugeot-206ir-type2-1385,1.4,2006
62c0202c5ac6166d04f274f0,14,سفید,دو لکه رنگ,passenger_car,brilliance,4 سیلندر (BM15L) ,6.7,بنزینی,سفید,116000,h330,380000000,https://bama.ir/car/detail-m6bn9fy1-brilliance-h330-at-1396,1.5,2017
62c0202c5ac6166d04f274f1,11.6,خاکستری,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.6,بنزینی,مشکی,0,207,417000000,https://bama.ir/car/detail-j9w79mi-peugeot-207-manualpanorama-1401,1.6,2022
62c0202c5ac6166d04f274f2,13.2,مشکی,بدون رنگ,hatchback,hyundai,4 سیلندر ,6.7,بنزینی,شتری,48000,i20ir,845000000,https://bama.ir/car/detail-s5j2w8w-hyundai-i20ir-1396,1.4,2017
62c0202c5ac6166d04f274f3,13.4,سفید,بدون رنگ,hatchback,pride,4 سیلندر یورو4 بهینه (M13) ,6.4,بنزینی,طوسی,53000,111,168000000,https://bama.ir/car/detail-mrg3g5mv-pride-111-se-1397,1.3,2018
62c0202c5ac6166d04f274f4,11.6,نوک مدادی,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,مشکی,164000,206ir,235000000,https://bama.ir/car/detail-nkcb8ue-peugeot-206ir-type5-1394,1.6,2015
